node,maincategory,subcategory,closeness_centrality,baseline_original,baseline_new,conflict,new,,
游轮,交通工具,船,0.707691888,0,0,0,0,20,1
游艇,交通工具,船,0.579912726,0,1,1,0,,
潜艇,交通工具,船,0.577056171,0,0,0,0,,
帆船,交通工具,船,0.458316375,1,0,1,1,,
独木舟,交通工具,船,0.362067136,0,0,0,0,,
皮艇,交通工具,船,0.321799473,0,1,1,0,,
汽车,交通工具,车,0.660722536,0,1,1,0,,16
自行车,交通工具,车,0.647174603,1,1,2,1,,
房车,交通工具,车,0.637870144,0,1,1,0,,
跑车,交通工具,车,0.630269655,0,0,0,0,,
马车,交通工具,车,0.62020043,1,1,2,1,,
摩托车,交通工具,车,0.612318483,1,0,1,1,,
吉普车,交通工具,车,0.597853382,1,0,1,0,,
三轮车,交通工具,车,0.594660485,1,1,2,1,,
火车,交通工具,车,0.581107238,1,0,1,1,,
缆车,交通工具,车,0.559755178,0,0,0,0,,
手推车,交通工具,车,0.556084068,1,1,2,1,,
公交车,交通工具,车,0.55380194,1,0,1,1,,
车辆,交通工具,车,0.550396361,0,0,0,0,,
婴儿车,交通工具,车,0.546337318,1,0,1,1,,
轿车,交通工具,车,0.542977599,1,1,2,1,,
挖掘机,交通工具,车,0.510269724,1,0,1,1,,
出租车,交通工具,车,0.500278931,1,0,1,1,,
消防车,交通工具,车,0.486443551,1,1,2,1,,
卡丁车,交通工具,车,0.485641055,0,0,0,0,,
卡车,交通工具,车,0.479463616,1,0,1,1,,
救护车,交通工具,车,0.442787467,1,0,1,1,,
碰碰车,交通工具,车,0.439299741,1,1,2,1,,
吊车,交通工具,车,0.427015776,0,0,0,0,,
四轮马车,交通工具,车,0.413642919,0,0,0,0,,
推土机,交通工具,车,0.412775956,0,0,0,0,,
地铁,交通工具,车,0.41018441,1,0,1,1,,
赛车,交通工具,车,0.389944019,1,0,1,0,,
运钞车,交通工具,车,0.37804354,0,0,0,0,,
巴士,交通工具,车,0.338002058,0,0,0,0,,
洒水车,交通工具,车,0.291900723,0,0,0,0,,
飞机,交通工具,飞机,0.641839992,0,1,1,1,,3
飞船,交通工具,飞机,0.618666555,0,1,1,0,,
直升机,交通工具,飞机,0.598592736,0,1,1,1,,
热气球,交通工具,飞机,0.499660758,0,0,0,0,,
飞碟,交通工具,飞机,0.467327348,0,0,0,0,,
滑翔机,交通工具,飞机,0.431676371,0,0,0,0,,
飞艇,交通工具,飞机,0.427908602,0,0,0,0,,
航母,交通工具,飞机,0.41208351,1,1,2,1,,
火箭,交通工具,飞机,0.386161732,0,0,0,0,,
太空舱,交通工具,飞机,0.377239463,0,0,0,0,,
扬声器,人造物,乐器,0.593681628,0,0,0,0,35,2
扩音器,人造物,乐器,0.561368966,0,0,0,0,,
音乐盒,人造物,乐器,0.46694062,0,0,0,0,,
喇叭,人造物,乐器,0.447228345,0,0,0,0,,
吉他,人造物,乐器,0.346181368,0,0,0,0,,
钢琴,人造物,乐器,0.328526166,0,0,0,1,,
手风琴,人造物,乐器,0.328381963,0,0,0,0,,
电吉他,人造物,乐器,0.3280937,0,0,0,0,,
大提琴,人造物,乐器,0.198634574,0,0,0,0,,
小提琴,人造物,乐器,0.198634574,0,0,0,0,,
口琴,人造物,乐器,0.198425222,0,0,0,0,,
琵琶,人造物,乐器,0.197693414,0,0,0,0,,
长笛,人造物,乐器,0.185872651,0,0,0,0,,
单簧管,人造物,乐器,0.185771502,0,0,0,0,,
中提琴,人造物,乐器,0.185569288,0,0,0,0,,
鼓,人造物,乐器,0.090674807,0,0,0,1,,
长号,人造物,乐器,0.082276941,0,0,0,0,,
短笛,人造物,乐器,0.082202286,0,1,1,0,,
胶带,人造物,医疗用品,0.718428435,0,0,0,0,,2
纱布,人造物,医疗用品,0.665951538,0,0,0,0,,
创可贴,人造物,医疗用品,0.598099727,0,0,0,1,,
绷带,人造物,医疗用品,0.5758702,0,0,0,0,,
胶囊,人造物,医疗用品,0.57209182,0,0,0,0,,
担架,人造物,医疗用品,0.523459487,0,0,0,0,,
体温计,人造物,医疗用品,0.477092101,0,0,0,1,,
止血剂,人造物,医疗用品,0.438751288,0,0,0,0,,
手术刀,人造物,医疗用品,0.405384023,0,0,0,0,,
血压计,人造物,医疗用品,0.393257912,0,0,0,0,,
呼吸机,人造物,医疗用品,0.373718025,0,0,0,0,,
注射器,人造物,医疗用品,0.366597806,0,0,0,0,,
疫苗,人造物,医疗用品,0.347233201,0,0,0,0,,
石膏,人造物,医疗用品,0.285852136,0,0,0,0,,
枕头,人造物,家具,0.87146871,0,1,1,1,,4
橱柜,人造物,家具,0.822235032,0,0,0,0,,
马桶,人造物,家具,0.819073822,0,0,0,0,,
衣柜,人造物,家具,0.796329457,0,0,0,0,,
床垫,人造物,家具,0.749237845,0,0,0,0,,
浴帘,人造物,家具,0.720235715,0,0,0,0,,
暖气片,人造物,家具,0.716926293,0,0,0,0,,
沙发,人造物,家具,0.715128416,1,0,1,1,,
抽屉,人造物,家具,0.711845532,0,0,0,0,,
书柜,人造物,家具,0.69859119,0,0,0,0,,
墙纸,人造物,家具,0.694524248,0,0,0,0,,
鞋柜,人造物,家具,0.690483728,0,0,0,0,,
窗帘,人造物,家具,0.676546297,1,0,1,1,,
座垫,人造物,家具,0.65445258,0,0,0,0,,
梳妆台,人造物,家具,0.644768127,0,0,0,0,,
摇椅,人造物,家具,0.636815983,0,0,0,0,,
毛毯,人造物,家具,0.624310526,0,0,0,0,,
旋转椅,人造物,家具,0.622251873,0,0,0,0,,
椅子,人造物,家具,0.619177399,1,0,1,0,,
单人床,人造物,家具,0.617901126,0,0,0,0,,
太师椅,人造物,家具,0.611057139,0,0,0,0,,
保险柜,人造物,家具,0.608542652,0,0,0,0,,
双人床,人造物,家具,0.600321609,0,0,0,0,,
折叠椅,人造物,家具,0.592704445,0,0,0,0,,
床,人造物,家具,0.588327715,0,0,0,0,,
长凳,人造物,家具,0.588327715,0,0,0,0,,
壁橱,人造物,家具,0.58687625,0,0,0,0,,
箱子,人造物,家具,0.540526871,0,0,0,0,,
扶手椅,人造物,家具,0.534557814,0,0,0,0,,
浴盆,人造物,家具,0.527567493,0,0,0,0,,
地毯,人造物,家具,0.517249445,1,0,1,0,,
桌布,人造物,家具,0.507336151,0,0,0,0,,
床罩,人造物,家具,0.492705348,0,0,0,0,,
卷帘,人造物,家具,0.48664437,0,0,0,0,,
餐桌,人造物,家具,0.454341619,1,0,1,1,,
小凳子,人造物,家具,0.444263356,0,0,0,0,,
枕套,人造物,家具,0.386817332,0,0,0,0,,
台球桌,人造物,家具,0.351161733,0,0,0,0,,
纸巾,人造物,工具,0.970475433,0,0,0,0,,8
头盔,人造物,工具,0.832878698,0,0,0,0,,
化妆品,人造物,工具,0.826827095,0,0,0,0,,
书包,人造物,工具,0.822939507,0,0,0,1,,
瓶盖,人造物,工具,0.812447777,0,0,0,0,,
牙签,人造物,工具,0.806229391,0,1,1,0,,
帐篷,人造物,工具,0.799386341,0,0,0,0,,
洗脸盆,人造物,工具,0.793961444,0,0,0,0,,
钢笔,人造物,工具,0.793286399,1,0,1,1,,
卫生纸,人造物,工具,0.791265327,0,0,0,0,,
纽扣,人造物,工具,0.775313191,0,0,0,0,,
开瓶器,人造物,工具,0.77007984,0,0,0,0,,
烟灰缸,人造物,工具,0.768452887,0,0,0,0,,
保鲜膜,人造物,工具,0.767803229,0,0,0,0,,
卫生巾,人造物,工具,0.765210989,0,0,0,0,,
钱包,人造物,工具,0.760377938,0,0,0,0,,
水龙头,人造物,工具,0.757175599,0,0,0,0,,
包装纸,人造物,工具,0.756217949,0,0,0,0,,
餐巾纸,人造物,工具,0.753671064,0,0,0,0,,
眼镜盒,人造物,工具,0.742956748,0,0,0,0,,
窗户,人造物,工具,0.741707813,0,0,0,0,,
护手霜,人造物,工具,0.737665394,0,1,1,0,,
灯笼,人造物,工具,0.736117349,0,0,0,0,,
太阳镜,人造物,工具,0.734573024,0,0,0,0,,
眼镜,人造物,工具,0.725688605,0,0,0,0,,
雨伞,人造物,工具,0.725384438,0,0,0,0,,
铅笔,人造物,工具,0.724472808,0,0,0,0,,
卷笔刀,人造物,工具,0.721141289,0,0,0,0,,
项圈,人造物,工具,0.720839287,0,0,0,0,,
斧头,人造物,工具,0.717526723,0,0,0,0,,
颜料,人造物,工具,0.717526723,0,0,0,0,,
锄头,人造物,工具,0.710062042,0,0,0,0,,
烛台,人造物,工具,0.70857965,0,0,0,0,,
绳子,人造物,工具,0.703565513,0,0,0,0,,
门锁,人造物,工具,0.701219724,0,0,0,0,,
塑料袋,人造物,工具,0.699758062,0,0,0,0,,
灯罩,人造物,工具,0.698299812,0,0,0,0,,
螺丝刀,人造物,工具,0.697135661,0,0,0,0,,
睡袋,人造物,工具,0.692789377,0,0,0,0,,
铅笔盒,人造物,工具,0.688760101,0,0,0,0,,
靠垫,人造物,工具,0.688186623,0,0,0,0,,
水槽,人造物,工具,0.688186623,0,0,0,0,,
门把手,人造物,工具,0.685898014,0,0,0,0,,
纸,人造物,工具,0.681629607,0,0,0,0,,
钉子,人造物,工具,0.680779463,0,0,0,0,,
电影,人造物,工具,0.679365163,0,0,0,0,,
画纸,人造物,工具,0.679365163,0,0,0,0,,
蜡烛,人造物,工具,0.675984075,0,0,0,0,,
锤子,人造物,工具,0.674580773,0,0,0,0,,
鼠标垫,人造物,工具,0.674580773,0,0,0,0,,
蚊帐,人造物,工具,0.668166768,0,0,0,0,,
胶水,人造物,工具,0.665951538,0,0,0,0,,
画笔,人造物,工具,0.664019814,0,0,0,0,,
烟头,人造物,工具,0.662368932,0,0,0,0,,
蜡笔,人造物,工具,0.662094221,0,0,0,0,,
信纸,人造物,工具,0.661270837,0,0,0,0,,
闹钟,人造物,工具,0.658534287,0,0,0,0,,
砖头,人造物,工具,0.657988461,0,0,0,0,,
硬币,人造物,工具,0.657715733,0,0,0,0,,
钥匙圈,人造物,工具,0.65445258,0,0,0,0,,
烧杯,人造物,工具,0.649859867,0,0,0,0,,
贺卡,人造物,工具,0.648784316,0,0,0,0,,
锉刀,人造物,工具,0.64316918,0,0,0,0,,
热水袋,人造物,工具,0.641574509,0,0,0,0,,
牙线,人造物,工具,0.641309145,0,0,0,0,,
海绵,人造物,工具,0.636289605,0,0,0,0,,
怀表,人造物,工具,0.632879496,0,0,0,0,,
鼻烟壶,人造物,工具,0.631312207,0,0,0,0,,
打气筒,人造物,工具,0.630790701,0,0,0,0,,
镜子,人造物,工具,0.629228941,1,0,1,1,,
指甲锉,人造物,工具,0.623280296,0,0,0,0,,
钥匙,人造物,工具,0.621738338,0,0,0,0,,
洗手液,人造物,工具,0.621225253,0,1,1,0,,
被子,人造物,工具,0.618411301,0,0,0,0,,
防潮垫,人造物,工具,0.611813617,0,0,0,0,,
轮胎,人造物,工具,0.611561348,0,0,0,0,,
楼梯,人造物,工具,0.606788985,0,0,0,0,,
抹布,人造物,工具,0.606039038,0,0,0,0,,
便盆,人造物,工具,0.60429294,0,0,0,0,,
坛子,人造物,工具,0.601311876,0,0,0,0,,
猫砂,人造物,工具,0.60106415,0,0,0,0,,
排水管,人造物,工具,0.600074309,0,0,0,0,,
车门,人造物,工具,0.599086169,0,0,0,0,,
防尘罩,人造物,工具,0.5988394,0,0,0,0,,
缝衣针,人造物,工具,0.5988394,0,0,0,0,,
画架,人造物,工具,0.596377525,0,0,0,0,,
漂白剂,人造物,工具,0.595395729,0,0,0,0,,
罐子,人造物,工具,0.594905462,0,0,0,0,,
储蓄罐,人造物,工具,0.594415614,0,0,0,0,,
荧光笔,人造物,工具,0.593926185,0,0,0,0,,
防晒霜,人造物,工具,0.593437176,0,0,0,0,,
按键,人造物,工具,0.590511879,0,0,0,0,,
笔芯,人造物,工具,0.589540105,0,0,0,0,,
镜框,人造物,工具,0.589054839,0,0,0,0,,
菜板,人造物,工具,0.587843482,0,0,0,0,,
陶罐,人造物,工具,0.582543992,0,0,0,0,,
吸管,人造物,工具,0.581825159,0,0,0,0,,
油漆,人造物,工具,0.579912726,0,0,0,0,,
图钉,人造物,工具,0.578006749,0,0,0,0,,
沐浴液,人造物,工具,0.577056171,0,0,0,0,,
铁链,人造物,工具,0.570681461,0,0,0,0,,
润肤霜,人造物,工具,0.565540354,0,0,0,0,,
手表,人造物,工具,0.565307788,0,0,0,1,,
方向盘,人造物,工具,0.564146414,0,0,0,0,,
护目镜,人造物,工具,0.562524551,0,0,0,0,,
盆,人造物,工具,0.562524551,0,0,0,0,,
后视镜,人造物,工具,0.561138138,0,0,0,0,,
擀面杖,人造物,工具,0.559755178,0,0,0,0,,
指甲油,人造物,工具,0.558146071,0,0,0,0,,
防火门,人造物,工具,0.55471366,0,0,0,0,,
大头针,人造物,工具,0.554485589,0,0,0,0,,
吊床,人造物,工具,0.554029729,0,0,0,0,,
背包,人造物,工具,0.551075793,0,0,0,0,,
香水,人造物,工具,0.550622745,0,0,0,0,,
眼罩,人造物,工具,0.548588635,0,0,0,0,,
记事本,人造物,工具,0.547236736,0,0,0,0,,
车窗,人造物,工具,0.547011743,0,0,0,0,,
避孕套,人造物,工具,0.542754351,0,0,0,0,,
耳塞,人造物,工具,0.53830846,0,0,0,0,,
镰刀,人造物,工具,0.53786586,0,0,0,0,,
安全帽,人造物,工具,0.533679065,0,0,0,0,,
护照,人造物,工具,0.533020938,0,0,0,0,,
公文包,人造物,工具,0.526483392,0,0,0,0,,
放大镜,人造物,工具,0.525401471,0,0,0,0,,
安全带,人造物,工具,0.524106035,0,0,0,0,,
齿轮,人造物,工具,0.523244144,0,0,0,0,,
降落伞,人造物,工具,0.523028888,0,0,0,1,,
轮椅,人造物,工具,0.520666756,0,0,0,0,,
金条,人造物,工具,0.519382701,0,0,0,0,,
耳罩,人造物,工具,0.518315008,0,0,0,0,,
望远镜,人造物,工具,0.516823815,0,0,0,0,,
水管,人造物,工具,0.51448891,0,0,0,0,,
拖把,人造物,工具,0.506083872,0,0,0,0,,
灭火器,人造物,工具,0.505250667,0,0,0,0,,
弹簧,人造物,工具,0.505042571,0,0,0,0,,
电话簿,人造物,工具,0.504003323,0,0,0,0,,
邮票,人造物,工具,0.502758926,0,0,0,0,,
门,人造物,工具,0.501724172,0,0,0,0,,
信封,人造物,工具,0.499249047,0,0,0,0,,
车轮,人造物,工具,0.499043313,0,0,0,0,,
消防栓,人造物,工具,0.498837659,0,0,0,0,,
废物箱,人造物,工具,0.494129794,0,0,0,0,,
红包,人造物,工具,0.491690265,0,0,0,0,,
温度计,人造物,工具,0.490879621,0,0,0,0,,
玻璃,人造物,工具,0.486242811,0,0,0,0,,
钓鱼线,人造物,工具,0.486042148,0,0,0,0,,
锁,人造物,工具,0.483640243,0,0,0,0,,
钓竿,人造物,工具,0.481448266,0,0,0,0,,
花露水,人造物,工具,0.480256559,0,0,0,0,,
书,人造物,工具,0.477486594,0,0,0,0,,
水泥,人造物,工具,0.47728931,0,0,0,0,,
扫帚,人造物,工具,0.475910439,1,0,1,1,,
门铃,人造物,工具,0.470042702,0,0,0,0,,
银幕,人造物,工具,0.467133947,0,0,0,0,,
显微镜,人造物,工具,0.46694062,0,0,0,0,,
爽身粉,人造物,工具,0.465396649,0,0,0,0,,
橡皮,人造物,工具,0.464818868,0,0,0,0,,
沥青,人造物,工具,0.463473268,0,0,0,0,,
轿子,人造物,工具,0.458316375,0,0,0,0,,
黑板擦,人造物,工具,0.457746626,0,0,0,0,,
蜂箱,人造物,工具,0.456987963,0,0,0,0,,
胶卷,人造物,工具,0.456987963,0,0,0,0,,
磨砂膏,人造物,工具,0.455096296,0,0,0,0,,
减震器,人造物,工具,0.452459879,0,0,0,0,,
订书机,人造物,工具,0.448344784,0,0,0,0,,
摆钟,人造物,工具,0.444633014,0,0,0,0,,
尺子,人造物,工具,0.444263356,0,0,0,0,,
邮筒,人造物,工具,0.443340411,0,0,0,0,,
扳手,人造物,工具,0.441867261,0,0,0,0,,
盒子,人造物,工具,0.441867261,0,0,0,0,,
簸箕,人造物,工具,0.441499656,0,0,0,0,,
钢筋,人造物,工具,0.441132324,0,0,0,0,,
旋转门,人造物,工具,0.44094876,0,0,0,0,,
冲浪板,人造物,工具,0.438751288,0,0,0,0,,
肥皂盒,人造物,工具,0.438751288,0,0,0,0,,
赛道,人造物,工具,0.432758218,0,0,0,0,,
羊皮纸,人造物,工具,0.42612458,0,0,0,0,,
机票,人造物,工具,0.423283653,0,0,0,0,,
铁丝网,人造物,工具,0.417301286,0,0,0,0,,
车票,人造物,工具,0.417126448,0,0,0,0,,
剪刀,人造物,工具,0.415730016,0,0,0,0,,
海报,人造物,工具,0.415207394,0,0,0,0,,
肥皂,人造物,工具,0.410356745,0,0,0,0,,
时钟,人造物,工具,0.406579611,0,0,0,0,,
木炭,人造物,工具,0.40317156,0,0,0,0,,
奖章,人造物,工具,0.40147663,0,0,0,0,,
报纸,人造物,工具,0.393257912,0,0,0,0,,
古董,人造物,工具,0.38501664,0,0,0,0,,
棺材,人造物,工具,0.384853284,0,0,0,0,,
管道,人造物,工具,0.382409782,0,0,0,0,,
磁带,人造物,工具,0.379332969,0,0,0,0,,
救生圈,人造物,工具,0.373558596,0,0,0,1,,
针,人造物,工具,0.364561258,0,0,0,0,,
磁铁,人造物,工具,0.361290512,0,0,0,0,,
避雷针,人造物,工具,0.360360308,0,0,0,0,,
彩陶,人造物,工具,0.354207186,0,0,0,0,,
地图,人造物,工具,0.349042102,0,0,0,0,,
拐杖,人造物,工具,0.341404251,0,0,0,0,,
指南针,人造物,工具,0.339182478,0,0,0,1,,
雕塑,人造物,工具,0.332292133,0,0,0,0,,
水表,人造物,工具,0.310307096,0,0,0,0,,
戒尺,人造物,工具,0.294691257,0,0,0,0,,
麦田,人造物,工具,0.281954046,0,0,0,0,,
黑板,人造物,工具,0.272871936,0,0,0,0,,
秒表,人造物,工具,0.26410994,0,0,0,0,,
骨灰盒,人造物,工具,0.263491223,0,0,0,0,,
跑道,人造物,工具,0.256382288,0,0,0,0,,
蒸汽机,人造物,工具,0.240541013,0,0,0,0,,
钟,人造物,工具,0.238444809,0,0,0,0,,
鼓槌,人造物,工具,0.19738022,0,0,0,0,,
柏油路,人造物,工具,0.133535904,0,0,0,0,,
木槌,人造物,工具,0.090674807,0,0,0,0,,
血液,人造物,工具,0,0,0,0,0,,
栏杆,人造物,建筑,0.665951538,0,0,0,0,,2
拱门,人造物,建筑,0.660448571,0,0,0,0,,
吧台,人造物,建筑,0.657170646,0,0,0,0,,
栅栏,人造物,建筑,0.628190063,0,0,0,0,,
石碑,人造物,建筑,0.527133591,0,0,0,0,,
车库,人造物,建筑,0.505458845,0,0,0,1,,
壁画,人造物,建筑,0.500485151,0,0,0,0,,
灯塔,人造物,建筑,0.49719533,0,0,0,0,,
吊桥,人造物,建筑,0.489060281,0,0,0,0,,
烟囱,人造物,建筑,0.476697911,0,0,0,0,,
喷泉,人造物,建筑,0.427729906,0,0,0,0,,
立交桥,人造物,建筑,0.423106644,0,0,0,0,,
篱笆,人造物,建筑,0.409151696,0,0,0,0,,
假山,人造物,建筑,0.406066849,0,0,0,0,,
减速带,人造物,建筑,0.372762274,0,0,0,0,,
灶,人造物,建筑,0.371173745,0,0,0,0,,
收费站,人造物,建筑,0.344383957,0,0,0,0,,
电话亭,人造物,建筑,0.343935731,0,0,0,1,,
墓碑,人造物,建筑,0.324363438,0,0,0,0,,
浮桥,人造物,建筑,0.293626016,0,0,0,0,,
公墓,人造物,建筑,0.181748242,0,0,0,0,,
风衣,人造物,服饰,0.874876927,0,1,1,0,,4
牛仔裤,人造物,服饰,0.855038411,0,0,0,0,,
羽绒服,人造物,服饰,0.849523684,0,1,1,1,,
衬衫,人造物,服饰,0.848060397,0,1,1,1,,
袜子,人造物,服饰,0.781913549,0,0,0,0,,
内衣,人造物,服饰,0.780919306,0,0,0,0,,
项链,人造物,服饰,0.771384297,0,0,0,0,,
围巾,人造物,服饰,0.770731746,0,0,0,0,,
礼服,人造物,服饰,0.766505832,0,1,1,0,,
内裤,人造物,服饰,0.749553502,0,0,0,0,,
裤子,人造物,服饰,0.747347114,0,0,0,0,,
短裤,人造物,服饰,0.740150035,0,0,0,0,,
腰带,人造物,服饰,0.724776539,0,0,0,0,,
运动鞋,人造物,服饰,0.722350732,0,0,0,0,,
皮带,人造物,服饰,0.716326433,0,1,1,0,,
连衣裙,人造物,服饰,0.715727141,0,0,0,0,,
运动服,人造物,服饰,0.713932664,0,0,0,0,,
西装,人造物,服饰,0.713335636,0,0,0,0,,
长袍,人造物,服饰,0.711845532,0,0,0,0,,
凉鞋,人造物,服饰,0.707100743,0,0,0,0,,
耳环,人造物,服饰,0.702684812,0,0,0,0,,
夹克,人造物,服饰,0.700342317,0,0,0,0,,
披风,人造物,服饰,0.699758062,0,0,0,0,,
婚纱,人造物,服饰,0.69859119,0,0,0,0,,
长裤,人造物,服饰,0.698299812,0,0,0,0,,
连体衣,人造物,服饰,0.695103616,0,0,0,0,,
浴巾,人造物,服饰,0.694234767,0,0,0,0,,
紧身衣,人造物,服饰,0.692500702,0,0,0,0,,
拉链,人造物,服饰,0.691635481,0,0,0,0,,
长裙,人造物,服饰,0.691635481,0,0,0,0,,
围裙,人造物,服饰,0.688760101,0,0,0,0,,
外套,人造物,服饰,0.687327401,0,0,0,0,,
背带裤,人造物,服饰,0.679082693,0,0,0,0,,
裙子,人造物,服饰,0.678800353,0,0,0,0,,
运动裤,人造物,服饰,0.675984075,0,0,0,0,,
大衣,人造物,服饰,0.674580773,0,0,0,0,,
头巾,人造物,服饰,0.672342164,0,0,0,0,,
鞋垫,人造物,服饰,0.667058145,0,0,0,0,,
头饰,人造物,服饰,0.66650459,0,0,0,0,,
运动装,人造物,服饰,0.665951538,1,0,1,1,,
护腕,人造物,服饰,0.663744355,0,0,0,0,,
长袖,人造物,服饰,0.658534287,0,0,0,0,,
军装,人造物,服饰,0.657715733,0,0,0,0,,
毛衣,人造物,服饰,0.656626052,0,0,0,0,,
单肩包,人造物,服饰,0.656081948,0,0,0,0,,
短裙,人造物,服饰,0.642371311,0,0,0,0,,
